ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
42447,Guyra Central School,Guyra,2365,Combined,Outer Regional,-30.2226,151.677,69,,,,,Government,School Single Entity,Department of Education NSW,K-12,893,64,25,10,1,22,26.7,9,7.9,309,155,154,308.2,21,6
42458,Mungindi Central School,Mungindi,2406,Combined,Remote,-28.9802,148.991,65,,,,,Government,School Single Entity,Department of Education NSW,P-12,760,79,16,5,0,10,14.2,6,6.6,72,39,33,72,65,68
42481,Walcha Central School,Walcha,2354,Combined,Outer Regional,-30.9818,151.604,71,,,,,Government,School Single Entity,Department of Education NSW,K-12,930,50,26,16,8,22,23.7,10,7.6,267,135,132,267,24,4
42496,Uralla Central School,Uralla,2358,Combined,Inner Regional,-30.6415,151.494,67,,,,,Government,School Single Entity,Department of Education NSW,K-12,902,58,27,11,3,24,28.3,6,7.8,343,176,167,342.8,26,5
42513,Manilla Central School,Manilla,2346,Combined,Outer Regional,-30.7509,150.728,66,,,,,Government,School Single Entity,Department of Education NSW,K-12,856,74,20,5,1,23,28.8,14,8.5,265,135,130,264.6,34,0
42515,Farrer Memorial Agricultural High School,Calala,2340,Secondary,Inner Regional,-31.1385,150.98,91,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,1004,25,34,26,16,42,49.5,61,12.9,593,0,593,593,12,3
42516,Glen Innes High School,Glen Innes,2370,Secondary,Outer Regional,-29.7443,151.742,72,0.1,25,250,46,Government,School Single Entity,Department of Education NSW,"U, 7-12",943,50,28,16,6,37,44.6,9,10.7,481,254,227,475.6,15,2
42517,Inverell High School,Inverell,2360,Secondary,Outer Regional,-29.7657,151.111,68,0.012,3,254,47,Government,School Single Entity,Department of Education NSW,"U, 7-12",902,57,25,13,5,44,50.4,16,13.7,542,261,281,540,25,5
42518,Tamworth High School,South Tamworth,2340,Secondary,Inner Regional,-31.1058,150.917,67,0.024,4,165,28,Government,School Single Entity,Department of Education NSW,"U, 7-12",873,65,24,9,2,60,66,19,16.9,676,350,326,666.8,33,5
42519,Narrabri High School,Narrabri,2390,Secondary,Outer Regional,-30.3355,149.783,70,0.052,12,229,49,Government,School Single Entity,Department of Education NSW,"U, 7-12",913,53,28,14,5,40,47.2,12,11.7,489,248,241,487.6,25,3
42520,Quirindi High School,Quirindi,2343,Secondary,Outer Regional,-31.5016,150.68,71,0.013,2,158,31,Government,School Single Entity,Department of Education NSW,"U, 7-12",892,61,25,10,3,37,41.6,12,12,373,177,196,369.9,28,2
42521,Gunnedah High School,Gunnedah,2380,Secondary,Outer Regional,-30.9826,150.249,66,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",830,74,19,5,2,35,44.8,14,12.6,426,207,219,425.2,44,4
42522,Wee Waa High School,Wee Waa,2388,Secondary,Outer Regional,-30.2198,149.457,69,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",866,65,22,11,2,21,22.3,9,7.4,154,83,71,154,32,1
42523,Tenterfield High School,Tenterfield,2372,Secondary,Outer Regional,-29.0537,152.017,76,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",960,44,32,17,6,27,29.2,9,8.2,241,136,105,240.6,9,3
42524,Oxley High School,North Tamworth,2340,Secondary,Inner Regional,-31.0779,150.939,72,0.031,11,360,66,Government,School Single Entity,Department of Education NSW,"U, 7-12",946,44,31,18,8,64,75,21,18.8,1013,537,476,1012.4,20,4
42525,Moree Secondary College Carol Ave Campus,Moree East,2400,Secondary,Outer Regional,-29.482,149.84,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-9",768,84,12,3,1,27,30,18,10.8,213,95,118,213,58,6
42526,Macintyre High School,Inverell,2360,Secondary,Outer Regional,-29.7691,151.13,73,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",944,49,31,14,6,47,49.5,13,12.9,527,274,253,525.8,12,6
42528,Warialda High School,Warialda,2402,Secondary,Outer Regional,-29.5479,150.575,69,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,901,63,21,12,4,21,21.5,7,5.4,166,86,80,166,20,1
42529,Peel High School,Tamworth,2340,Secondary,Inner Regional,-31.0998,150.893,68,0.023,5,221,37,Government,School Single Entity,Department of Education NSW,"U, 7-12",857,69,21,7,3,57,62.5,24,17.1,746,359,387,745.4,37,6
42533,Ardlethan Central School,Ardlethan,2665,Combined,Outer Regional,-34.3541,146.901,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,939,62,23,11,4,10,10,5,3.5,51,24,27,51,6,0
42534,Ariah Park Central School,Ariah Park,2665,Combined,Outer Regional,-34.3469,147.218,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,968,42,31,20,7,12,15.3,5,4.2,135,74,61,135,4,1
42535,Balranald Central School,Balranald,2715,Combined,Outer Regional,-34.6363,143.564,78,,,,,Government,School Single Entity,Department of Education NSW,K-12,889,61,24,12,2,17,16.3,7,6.4,148,70,78,147.8,30,4
42536,Barellan Central School,Barellan,2665,Combined,Outer Regional,-34.2878,146.572,67,,,,,Government,School Single Entity,Department of Education NSW,K-12,936,54,24,15,6,14,13,6,5.4,100,42,58,100,8,5
42540,Batlow Technology School,Batlow,2730,Combined,Outer Regional,-35.523,148.147,68,,,,,Government,School Single Entity,Department of Education NSW,K-12,913,66,22,11,1,12,14,6,5.4,123,56,67,123,7,7
42560,Coolamon Central School,Coolamon,2701,Combined,Inner Regional,-34.8119,147.201,78,,,,,Government,School Single Entity,Department of Education NSW,K-12,959,43,34,17,5,25,29.2,9,6.6,304,165,139,304,10,1
42580,Hillston Central School,Hillston,2675,Combined,Remote,-33.4799,145.54,75,,,,,Government,School Single Entity,Department of Education NSW,K-12,916,56,28,12,5,21,18,5,5.9,175,85,90,174.4,21,13
42591,Lake Cargelligo Central School,Lake Cargelligo,2672,Combined,Remote,-33.2948,146.374,65,,,,,Government,School Single Entity,Department of Education NSW,K-12,846,65,23,10,2,23,26.5,10,7.6,221,114,107,220.8,41,4
42595,Lockhart Central School,Lockhart,2656,Combined,Outer Regional,-35.2228,146.715,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,849,74,20,6,0,11,13.6,7,5.4,85,38,47,84,28,1
42615,Oaklands Central School,Oaklands,2646,Combined,Outer Regional,-35.5527,146.172,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,961,49,29,18,5,7,9.6,4,3.8,64,33,31,63.6,3,5
42619,The Rock Central School,The Rock,2655,Combined,Inner Regional,-35.2663,147.115,69,,,,,Government,School Single Entity,Department of Education NSW,K-12,938,52,29,13,6,13,14.4,8,5.6,173,90,83,173,15,2
42629,Tooleybuc Central School,Tooleybuc,2736,Combined,Outer Regional,-35.0266,143.338,79,,,,,Government,School Single Entity,Department of Education NSW,K-12,945,50,31,13,6,9,13,4,5.4,112,51,61,112,12,4
42630,Tullibigeal Central School,Tullibigeal,2669,Combined,Remote,-33.4229,146.723,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,962,39,37,18,5,8,9.9,4,3.4,57,35,22,57,9,0
42633,Ungarie Central School,Ungarie,2669,Combined,Outer Regional,-33.638,146.978,Not Rated,,,,,Government,School Single Entity,Department of Education NSW,K-12,943,51,30,16,3,12,12.5,5,4,99,39,60,99,6,0
42669,Coleambally Central School,Coleambally,2707,Combined,Outer Regional,-34.8042,145.884,68,,,,,Government,School Single Entity,Department of Education NSW,"U, K-12",917,55,26,15,4,21,23.7,10,8.6,187,92,95,187,20,2
42689,Albury High School,Albury,2640,Secondary,Inner Regional,-36.0728,146.915,78,0.078,38,485,85,Government,School Single Entity,Department of Education NSW,"U, 7-12",1010,29,29,27,16,70,74.6,18,16.8,992,517,475,991.6,5,10
42691,Hay War Memorial High School,Hay,2711,Secondary,Outer Regional,-34.5052,144.841,78,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",920,55,28,12,6,24,22.5,8,6.4,149,82,67,148.4,18,3
42692,Wagga Wagga High School,Wagga Wagga,2650,Secondary,Inner Regional,-35.1244,147.364,76,0.02,10,490,93,Government,School Single Entity,Department of Education NSW,"U, 7-12",973,39,31,21,9,68,78.7,17,17.2,1038,537,501,1034.6,9,14
42693,Yanco Agricultural High School,Yanco,2703,Secondary,Outer Regional,-34.6322,146.384,82,0.025,5,199,33,Government,School Single Entity,Department of Education NSW,7-Dec,1001,25,32,31,13,26,34.5,53,8,241,108,133,241,11,0
42694,Young High School,Young,2594,Secondary,Inner Regional,-34.3171,148.292,73,0.005,1,221,44,Government,School Single Entity,Department of Education NSW,"U, 7-12",932,56,27,13,4,46,49.5,14,12.1,553,279,274,553,14,14
42695,Leeton High School,Leeton,2705,Secondary,Outer Regional,-34.5468,146.406,68,0.013,3,237,38,Government,School Single Entity,Department of Education NSW,"U, 7-12",927,57,25,12,5,37,46.5,9,10.8,467,242,225,466.5,13,10
42696,Narrandera High School,Narrandera,2700,Secondary,Outer Regional,-34.7442,146.567,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",911,57,27,12,4,34,34.9,12,9.2,304,156,148,304,24,5
42697,Temora High School,Temora,2666,Secondary,Outer Regional,-34.4419,147.54,71,0.009,2,212,35,Government,School Single Entity,Department of Education NSW,"U, 7-12",935,56,29,13,2,30,36.2,12,9,354,168,186,352.2,7,3
42698,Junee High School,Junee,2663,Secondary,Inner Regional,-34.8692,147.591,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",925,59,30,9,2,23,27.7,10,7.8,221,106,115,221,10,6
42699,Cootamundra High School,Cootamundra,2590,Secondary,Inner Regional,-34.6354,148.017,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",932,55,30,12,3,27,34,12,9.6,326,154,172,325.6,13,5
42700,Deniliquin High School,Deniliquin,2710,Secondary,Inner Regional,-35.5281,144.955,72,0.06,13,218,35,Government,School Single Entity,Department of Education NSW,"U, 7-12",947,49,31,15,5,44,49.1,14,12.7,490,239,251,490,10,2
42701,James Fallon High School,North Albury,2640,Secondary,Inner Regional,-36.0602,146.929,67,0.006,2,349,60,Government,School Single Entity,Department of Education NSW,"U, 7-12",903,62,26,10,2,60,62.7,18,15.7,738,363,375,736.2,16,11
42702,Corowa High School,Corowa,2646,Secondary,Inner Regional,-35.9937,146.381,77,0.029,5,171,18,Government,School Single Entity,Department of Education NSW,7-Dec,970,46,33,17,5,30,31.2,8,6.6,309,153,156,309,3,3
42703,Murrumburrah High School,Harden,2587,Secondary,Inner Regional,-34.5592,148.37,67,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,889,71,22,5,2,15,16.8,8,5.4,141,77,64,140.6,17,4
42704,Tumut High School,Tumut,2720,Secondary,Inner Regional,-35.3122,148.219,76,0.056,12,215,36,Government,School Single Entity,Department of Education NSW,"U, 7-12",951,48,29,15,9,45,47.5,15,11.7,530,277,253,528.8,12,4
42705,Finley High School,Finley,2713,Secondary,Inner Regional,-35.6404,145.573,75,0.011,2,186,33,Government,School Single Entity,Department of Education NSW,"U, 7-12",957,46,31,18,5,34,39,13,10,351,180,171,350.8,9,5
42706,West Wyalong High School,West Wyalong,2671,Secondary,Outer Regional,-33.9158,147.202,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",941,50,32,14,4,28,32.8,8,7.6,290,137,153,289.6,12,7
42707,Mount Austin High School,Wagga Wagga,2650,Secondary,Inner Regional,-35.1416,147.354,66,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",821,79,16,5,1,40,53.4,17,16.5,463,215,248,463,42,12
42709,Tumbarumba High School,Tumbarumba,2653,Secondary,Outer Regional,-35.7831,148.018,75,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",938,49,31,16,4,17,25.1,3,6.8,192,93,99,192,16,5
42710,Barham High School,Barham,2732,Secondary,Outer Regional,-35.623,144.132,76,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,964,46,34,17,3,15,19.1,7,5.4,156,77,79,155.7,6,4
42712,Kooringal High School,Kooringal,2650,Secondary,Inner Regional,-35.1429,147.382,80,0.029,14,484,88,Government,School Single Entity,Department of Education NSW,"U, 7-12",980,37,31,21,11,55,64.5,20,14.5,884,476,408,883.3,10,10
42713,Billabong High School,Culcairn,2660,Secondary,Inner Regional,-35.6609,147.044,78,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",963,46,33,16,5,33,39.1,10,9.4,392,193,199,391.4,6,2
42714,Murray High School,Lavington,2641,Secondary,Inner Regional,-36.0352,146.946,70,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",932,57,29,11,3,53,59.4,16,13.3,708,361,347,708,9,15
42739,Braidwood Central School,Braidwood,2622,Combined,Inner Regional,-35.4406,149.799,74,,,,,Government,School Single Entity,Department of Education NSW,"U, K-12",995,32,32,22,14,28,31.8,8,9.1,351,185,166,351,7,5
42779,Jindabyne Central School,Jindabyne,2627,Combined,Outer Regional,-36.4167,148.619,79,0.032,5,158,29,Government,School Single Entity,Department of Education NSW,"U, K-12",1030,16,35,31,17,54,61.8,12,11.5,856,396,460,856,2,9
42904,Bowral High School,Bowral,2576,Secondary,Inner Regional,-34.4888,150.423,79,0.031,13,416,88,Government,School Single Entity,Department of Education NSW,"U, 7-12",979,41,35,18,6,58,61.7,16,15.5,777,363,414,776,4,13
42905,Goulburn High School,Goulburn,2580,Secondary,Inner Regional,-34.7472,149.711,69,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",947,53,29,13,5,47,53.4,12,13.9,591,281,310,590.8,8,8
42906,Wollongong High School of the Performing Arts,Fairy Meadow,2519,Secondary,Major Cities,-34.4058,150.89,87,0.07,57,819,160,Government,School Single Entity,Department of Education NSW,"U, 7-12",1049,17,25,29,29,83,87.7,20,17.8,1208,769,439,1207.6,5,25
42907,Bega High School,Bega,2550,Secondary,Outer Regional,-36.6767,149.839,76,0.039,13,334,73,Government,School Single Entity,Department of Education NSW,"U, 7-12",965,41,30,18,11,63,63.4,25,18.7,699,382,317,696,13,5
42908,Kiama High School,Kiama,2533,Secondary,Inner Regional,-34.6807,150.847,82,0.025,14,571,111,Government,School Single Entity,Department of Education NSW,"U, 7-12",1031,19,30,31,20,69,76.3,16,14.6,1047,517,530,1044.6,4,8
42909,Corrimal High School,Corrimal,2518,Secondary,Major Cities,-34.3754,150.91,72,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",918,61,25,10,4,41,45.7,13,13,318,136,182,318,15,22
42910,Monaro High School,Cooma North,2630,Secondary,Inner Regional,-36.2167,149.134,72,0.028,5,176,32,Government,School Single Entity,Department of Education NSW,"U, 7-12",985,38,32,21,9,45,45.8,14,12.8,451,207,244,451,4,6
42911,Nowra High School,Nowra,2541,Secondary,Inner Regional,-34.87139,150.61025,75,0.05,31,625,119,Government,School Single Entity,Department of Education NSW,"U, 7-12",971,39,32,20,9,58,68.8,20,18,893,453,440,891.8,12,10
42912,Dapto High School,Dapto,2530,Secondary,Major Cities,-34.4991,150.786,76,0.012,5,423,73,Government,School Single Entity,Department of Education NSW,"U, 7-12",972,41,35,19,5,69,71.7,20,17,916,452,464,911.1,7,10
42913,Illawarra Sports High School,Berkeley,2506,Secondary,Major Cities,-34.4808,150.853,71,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",920,60,27,10,3,62,67,19,16.1,766,307,459,764.6,14,27
42914,Queanbeyan High School,Queanbeyan,2620,Secondary,Major Cities,-35.3532,149.22,70,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",961,41,32,19,8,42,53.3,17,17.1,488,223,265,487.4,15,25
42915,Yass High School,Yass,2582,Secondary,Inner Regional,-34.8355,148.911,75,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",991,33,30,23,13,43,47.4,12,12.1,543,282,261,543,9,5
42916,Moruya High School,Moruya,2537,Secondary,Inner Regional,-35.9202,150.08,73,0.067,20,299,52,Government,School Single Entity,Department of Education NSW,"U, 7-12",955,41,30,21,8,53,57.3,15,16.5,558,249,309,556.9,16,5
42917,Moss Vale High School,Moss Vale,2577,Secondary,Inner Regional,-34.5515,150.385,77,0.089,15,168,28,Government,School Single Entity,Department of Education NSW,"U, 7-12",991,33,34,23,10,54,57.8,15,14.3,720,373,347,717.1,7,6
42918,Woonona High School,Woonona,2517,Secondary,Major Cities,-34.3448,150.909,87,0.017,7,407,82,Government,School Single Entity,Department of Education NSW,"U, 7-12",1022,24,32,27,18,51,59.3,14,13.5,795,390,405,793,5,7
42919,Warilla High School,Barrack Heights,2528,Secondary,Major Cities,-34.5652,150.858,75,0.005,3,570,102,Government,School Single Entity,Department of Education NSW,"U, 7-12",969,43,34,17,6,87,95.2,22,21,1269,607,662,1269,8,16
42920,Bomaderry High School,Bomaderry,2541,Secondary,Inner Regional,-34.844,150.603,72,0.014,5,368,77,Government,School Single Entity,Department of Education NSW,"U, 7-12",957,43,30,19,8,64,64.8,18,18.7,742,368,374,742,15,7
42921,Figtree High School,Figtree,2525,Secondary,Major Cities,-34.4384,150.855,80,0.018,9,495,98,Government,School Single Entity,Department of Education NSW,"U, 7-12",1003,31,31,26,12,72,76.8,23,18.8,941,437,504,941,4,27
42922,Crookwell High School,Crookwell,2583,Secondary,Inner Regional,-34.4528,149.467,72,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",958,48,32,15,6,24,27.7,8,7.2,237,121,116,236.4,8,2
42923,Mulwaree High School,Goulburn,2580,Secondary,Inner Regional,-34.7282,149.73,73,0.023,8,355,63,Government,School Single Entity,Department of Education NSW,"U, 7-12",973,42,32,17,8,61,68.6,15,16,894,434,460,894,7,6
42924,Lake Illawarra High School,Lake Illawarra,2528,Secondary,Major Cities,-34.5418,150.85,71,0.024,4,169,28,Government,School Single Entity,Department of Education NSW,"U, 7-12",900,66,25,7,2,49,50.2,22,15.7,519,238,281,518.1,20,9
42925,Warrawong High School,Warrawong,2502,Secondary,Major Cities,-34.4802,150.875,68,0.01,2,206,45,Government,School Single Entity,Department of Education NSW,"U, 7-12",887,72,20,6,2,56,67.9,23,21.1,558,285,273,558,13,51
42927,Eden Marine High School,Eden,2551,Secondary,Outer Regional,-37.0553,149.907,77,0.023,6,262,51,Government,School Single Entity,Department of Education NSW,"U, 7-12",948,46,32,15,6,44,50.2,16,13.1,555,247,308,550.9,13,5
42928,Kanahooka High School,Kanahooka,2530,Secondary,Major Cities,-34.4947,150.805,71,0.024,4,169,28,Government,School Single Entity,Department of Education NSW,"U, 7-12",915,62,27,9,2,52,56.3,15,14.9,578,284,294,577.2,16,8
42929,Ulladulla High School,Ulladulla,2539,Secondary,Inner Regional,-35.3582,150.47,80,0.037,26,713,127,Government,School Single Entity,Department of Education NSW,"U, 7-12",985,34,35,22,9,88,94.8,27,25.8,1228,631,597,1226.2,8,7
